start,type,end
E001,HAS_PART,M001
E001,HAS_PART,C001
E001,HAS_CREATOR,P001
E001,HAS_SUBJECT_PERSON,P024
E001,HAS_SUBJECT_PERSON,P025
E001,HAS_SUBJECT_PERSON,P093
E001,HAS_SUBJECT_WORK,B026
E001,HAS_SUBJECT_TOPIC,T018
E001,HAS_SUBJECT_TOPIC,T199
E001,HAS_SUBJECT_TOPIC,T214
E001,HAS_SUBJECT_ERA,H002
E001,HAS_SUBJECT_ERA,H024
E001,HAS_SUBJECT_CRITICAL_TERM,CT001
E001,HAS_SUBJECT_CRITICAL_TERM,CT002
E001,HAS_SUBJECT_CRITICAL_TERM,CT003
E001,HAS_SUBJECT_CRITICAL_TERM,CT437
E002,HAS_PART,C002
E002,HAS_PART,M002
E002,HAS_TYPE,T972
E002,HAS_CREATOR,P001
E002,HAS_SUBJECT_PERSON,P024
E002,HAS_SUBJECT_PERSON,P026
E002,HAS_SUBJECT_PERSON,P341
E002,HAS_SUBJECT_TOPIC,H004
E002,HAS_SUBJECT_TOPIC,T018
E002,HAS_SUBJECT_TOPIC,T096
E002,HAS_SUBJECT_TOPIC,T1070
E002,HAS_SUBJECT_TOPIC,T183
E002,HAS_SUBJECT_TOPIC,T188
E002,HAS_SUBJECT_TOPIC,T214
E002,HAS_SUBJECT_TOPIC,T247
E002,HAS_SUBJECT_CRITICAL_TERM,CT004
E002,HAS_SUBJECT_CRITICAL_TERM,CT005
E002,HAS_SUBJECT_ERA,H003
E002,HAS_SUBJECT_ERA,H004
E002,HAS_SUBJECT_ERA,H025
E002,HAS_SUBJECT_WORK,B027
E002,HAS_SUBJECT_PLACE,L072
E003,HAS_TYPE,T972
E003,HAS_PART,C003
E003,HAS_PART,C006
E003,HAS_PART,C004
E003,HAS_PART,C005
E003,HAS_CREATOR,P001
E003,HAS_SUBJECT_PERSON,P027
E003,HAS_SUBJECT_PERSON,P029
E003,HAS_SUBJECT_WORK,B040
E003,HAS_SUBJECT_TOPIC,H035
E003,HAS_SUBJECT_TOPIC,T013
E003,HAS_SUBJECT_TOPIC,T151
E003,HAS_SUBJECT_TOPIC,T153
E003,HAS_SUBJECT_CRITICAL_TERM,CT715
E008,HAS_PART,C012
E008,HAS_PART,M014
E008,HAS_PART,C013
E008,HAS_TYPE,T974
E008,HAS_CREATOR,P001
E008,HAS_SUBJECT_PERSON,P041
E008,HAS_SUBJECT_PLACE,L004
E008,HAS_SUBJECT_TOPIC,T079
E008,HAS_SUBJECT_TOPIC,T088
E008,HAS_SUBJECT_TOPIC,T103
E008,HAS_SUBJECT_TOPIC,T1055
E008,HAS_SUBJECT_TOPIC,T1061
E008,HAS_SUBJECT_TOPIC,T187
E008,HAS_SUBJECT_TOPIC,T200
E008,HAS_SUBJECT_TOPIC,T221
E008,HAS_SUBJECT_TOPIC,T228
E008,HAS_SUBJECT_TOPIC,T434
E008,HAS_SUBJECT_TOPIC,T493
E008,HAS_SUBJECT_CRITICAL_TERM,CT016
E008,HAS_SUBJECT_CRITICAL_TERM,CT611
E008,HAS_SUBJECT_CRITICAL_TERM,CT619
E008,HAS_SUBJECT_CRITICAL_TERM,CT680
E008,HAS_SUBJECT_ERA,H031
E032,HAS_PART,M050
E032,HAS_PART,M051
E032,HAS_PART,M053
E032,HAS_PART,M054
E032,HAS_PART,M055
E032,HAS_PART,M056
E032,HAS_PART,M057
E032,HAS_PART,C035
E032,HAS_TYPE,T972
E032,HAS_CREATOR,P002
E032,HAS_SUBJECT_PERSON,P039
E032,HAS_SUBJECT_PERSON,P066
E032,HAS_SUBJECT_PLACE,L036
E032,HAS_SUBJECT_TOPIC,T023
E032,HAS_SUBJECT_TOPIC,T024
E032,HAS_SUBJECT_TOPIC,T035
E032,HAS_SUBJECT_TOPIC,T153
E032,HAS_SUBJECT_CRITICAL_TERM,CT482
E033,HAS_PART,M058
E033,HAS_PART,C036
E033,HAS_TYPE,T972
E033,HAS_CREATOR,P002
E033,HAS_SUBJECT_PERSON,P067
E033,HAS_SUBJECT_PERSON,P498
E033,HAS_SUBJECT_TOPIC,T027
E033,HAS_SUBJECT_TOPIC,T097
E033,HAS_SUBJECT_TOPIC,T1052
E033,HAS_SUBJECT_TOPIC,T114
E033,HAS_SUBJECT_TOPIC,T204
E033,HAS_SUBJECT_ERA,H008
E034,HAS_PART,M059
E034,HAS_PART,M060
E034,HAS_PART,M061
E034,HAS_PART,C037
E034,HAS_PART,M062
E034,HAS_PART,C038
E034,HAS_TYPE,T972
E034,HAS_CREATOR,P002
E034,HAS_SUBJECT_PERSON,P001
E034,HAS_SUBJECT_PERSON,P041
E034,HAS_SUBJECT_PERSON,P068
E034,HAS_SUBJECT_PERSON,P094
E034,HAS_SUBJECT_PERSON,P498
E034,HAS_SUBJECT_TOPIC,T060
E034,HAS_SUBJECT_TOPIC,T074
E034,HAS_SUBJECT_TOPIC,T079
E034,HAS_SUBJECT_TOPIC,T093
E034,HAS_SUBJECT_TOPIC,T1052
E034,HAS_SUBJECT_TOPIC,T136
E034,HAS_SUBJECT_TOPIC,T187
E034,HAS_SUBJECT_TOPIC,T200
E034,HAS_SUBJECT_TOPIC,T204
E034,HAS_SUBJECT_TOPIC,T215
E034,HAS_SUBJECT_TOPIC,T216
E034,HAS_SUBJECT_TOPIC,T221
E034,HAS_SUBJECT_TOPIC,T228
E034,HAS_SUBJECT_CRITICAL_TERM,CT017
E034,HAS_SUBJECT_ERA,H008
E034,HAS_SUBJECT_WORK,B034
E035,HAS_PART,M063
E035,HAS_PART,C039
E035,HAS_PART,M064
E035,HAS_PART,C040
E035,HAS_PART,M065
E035,HAS_PART,M066
E035,HAS_PART,C041
E035,HAS_TYPE,T972
E035,HAS_CREATOR,P002
E035,HAS_SUBJECT_PERSON,P001
E035,HAS_SUBJECT_PERSON,P069
E035,HAS_SUBJECT_PERSON,P070
E035,HAS_SUBJECT_PERSON,P071
E035,HAS_SUBJECT_PERSON,P918
E035,HAS_SUBJECT_TOPIC,H027
E035,HAS_SUBJECT_TOPIC,T029
E035,HAS_SUBJECT_TOPIC,T059
E035,HAS_SUBJECT_TOPIC,T090
E035,HAS_SUBJECT_TOPIC,T095
E035,HAS_SUBJECT_TOPIC,T096
E035,HAS_SUBJECT_TOPIC,T1055
E035,HAS_SUBJECT_TOPIC,T1061
E035,HAS_SUBJECT_TOPIC,T114
E035,HAS_SUBJECT_TOPIC,T173
E035,HAS_SUBJECT_TOPIC,T175
E035,HAS_SUBJECT_TOPIC,T231
E035,HAS_SUBJECT_TOPIC,T243
E035,HAS_SUBJECT_TOPIC,T253
E035,HAS_SUBJECT_TOPIC,T481
E035,HAS_SUBJECT_TOPIC,T482
E035,HAS_SUBJECT_TOPIC,T493
E035,HAS_SUBJECT_CRITICAL_TERM,CT018
E035,HAS_SUBJECT_ERA,H027
E036,HAS_TYPE,T972
E036,HAS_PART,M067
E036,HAS_PART,M068
E036,HAS_PART,C042
E036,HAS_CREATOR,P002
E036,HAS_SUBJECT_PERSON,P001
E036,HAS_SUBJECT_PERSON,P1249
E036,HAS_SUBJECT_TOPIC,T098
E036,HAS_SUBJECT_TOPIC,T132
E036,HAS_SUBJECT_TOPIC,T165
E036,HAS_SUBJECT_CRITICAL_TERM,CT579
E037,HAS_PART,M069
E037,HAS_PART,C043
E037,HAS_PART,M070
E037,HAS_PART,C044
E037,HAS_TYPE,T972
E037,HAS_CREATOR,P002
E037,HAS_SUBJECT_PERSON,P072
E037,HAS_SUBJECT_PERSON,P073
E037,HAS_SUBJECT_PERSON,P074
E037,HAS_SUBJECT_PLACE,L019
E037,HAS_SUBJECT_PLACE,L020
E037,HAS_SUBJECT_TOPIC,T060
E037,HAS_SUBJECT_TOPIC,T078
E037,HAS_SUBJECT_TOPIC,T143
E037,HAS_SUBJECT_TOPIC,T144
E037,HAS_SUBJECT_TOPIC,T153
E037,HAS_SUBJECT_TOPIC,T436
E037,HAS_SUBJECT_CRITICAL_TERM,CT443
E038,HAS_PART,M071
E038,HAS_PART,M072
E038,HAS_PART,M073
E038,HAS_PART,M074
E038,HAS_PART,C045
E038,HAS_PART,C046
E038,HAS_PART,C1743
E038,HAS_PART,C047
E038,HAS_TYPE,T972
E038,HAS_CREATOR,P002
E038,HAS_SUBJECT_PERSON,P075
E038,HAS_SUBJECT_PERSON,P076
E038,HAS_SUBJECT_PERSON,P077
E038,HAS_SUBJECT_PERSON,P078
E038,HAS_SUBJECT_PLACE,L021
E038,HAS_SUBJECT_PLACE,L022
E038,HAS_SUBJECT_PLACE,L023
E038,HAS_SUBJECT_TOPIC,T055
E038,HAS_SUBJECT_TOPIC,T078
E038,HAS_SUBJECT_TOPIC,T083
E038,HAS_SUBJECT_TOPIC,T1056
E038,HAS_SUBJECT_TOPIC,T130
E038,HAS_SUBJECT_TOPIC,T132
E038,HAS_SUBJECT_TOPIC,T148
E038,HAS_SUBJECT_TOPIC,T151
E038,HAS_SUBJECT_TOPIC,T237
E038,HAS_SUBJECT_CRITICAL_TERM,CT400
E038,HAS_SUBJECT_CRITICAL_TERM,CT403
E039,HAS_PART,C048
E039,HAS_PART,M075
E039,HAS_PART,M076
E039,HAS_PART,M077
E039,HAS_PART,M078
E039,HAS_TYPE,T972
E039,HAS_CREATOR,P002
E039,HAS_SUBJECT_PERSON,P045
E039,HAS_SUBJECT_PERSON,P079
E039,HAS_SUBJECT_PERSON,P080
E039,HAS_SUBJECT_TOPIC,T023
E039,HAS_SUBJECT_TOPIC,T045
E039,HAS_SUBJECT_TOPIC,T083
E039,HAS_SUBJECT_TOPIC,T092
E039,HAS_SUBJECT_TOPIC,T132
E039,HAS_SUBJECT_TOPIC,T151
E040,HAS_PART,M079
E040,HAS_PART,M080
E040,HAS_PART,C049
E040,HAS_TYPE,T972
E040,HAS_CREATOR,P002
E040,HAS_SUBJECT_PERSON,P081
E040,HAS_SUBJECT_PERSON,P082
E040,HAS_SUBJECT_TOPIC,T090
E040,HAS_SUBJECT_TOPIC,T518
E040,HAS_SUBJECT_TOPIC,T998
E040,HAS_SUBJECT_ERA,H030
E041,HAS_PART,M081
E041,HAS_PART,C050
E041,HAS_PART,M082
E041,HAS_PART,C051
E041,HAS_TYPE,T972
E041,HAS_CREATOR,P002
E041,HAS_SUBJECT_PERSON,P082
E041,HAS_SUBJECT_PLACE,L024
E041,HAS_SUBJECT_PLACE,L025
E041,HAS_SUBJECT_TOPIC,L024
E041,HAS_SUBJECT_TOPIC,T151
E041,HAS_SUBJECT_CRITICAL_TERM,CT668
E042,HAS_PART,M083
E042,HAS_PART,M084
E042,HAS_PART,M085
E042,HAS_PART,C052
E042,HAS_TYPE,T972
E042,HAS_CREATOR,P002
E042,HAS_SUBJECT_PERSON,P084
E042,HAS_SUBJECT_PERSON,P085
E042,HAS_SUBJECT_PERSON,P1136
E042,HAS_SUBJECT_PERSON,P273
E042,HAS_SUBJECT_TOPIC,T132
E042,HAS_SUBJECT_CRITICAL_TERM,CT015
E043,HAS_PART,M086
E043,HAS_PART,C053
E043,HAS_PART,M087
E043,HAS_PART,C054
E043,HAS_TYPE,T972
E043,HAS_CREATOR,P002
E043,HAS_SUBJECT_PERSON,P086
E043,HAS_SUBJECT_PERSON,P087
E043,HAS_SUBJECT_TOPIC,T009
E043,HAS_SUBJECT_TOPIC,T035
E043,HAS_SUBJECT_TOPIC,T057
E043,HAS_SUBJECT_TOPIC,T058
E043,HAS_SUBJECT_TOPIC,T093
E043,HAS_SUBJECT_TOPIC,T097
E043,HAS_SUBJECT_TOPIC,T110
E043,HAS_SUBJECT_TOPIC,T170
E043,HAS_SUBJECT_TOPIC,T186
E043,HAS_SUBJECT_TOPIC,T233
E043,HAS_SUBJECT_TOPIC,T494
E043,HAS_SUBJECT_CRITICAL_TERM,CT503
E044,HAS_PART,M088
E044,HAS_PART,M089
E044,HAS_PART,C055
E044,HAS_TYPE,T972
E044,HAS_CREATOR,P002
E044,HAS_SUBJECT_PERSON,P088
E044,HAS_SUBJECT_PERSON,P089
E044,HAS_SUBJECT_PLACE,L026
E044,HAS_SUBJECT_PLACE,L054
E044,HAS_SUBJECT_TOPIC,T024
E044,HAS_SUBJECT_TOPIC,T079
E044,HAS_SUBJECT_TOPIC,T1054
E044,HAS_SUBJECT_TOPIC,T125
E044,HAS_SUBJECT_TOPIC,T151
E044,HAS_SUBJECT_TOPIC,T163
E045,HAS_TYPE,T972
E045,HAS_PART,M090
E045,HAS_PART,C056
E045,HAS_PART,M091
E045,HAS_PART,C057
E045,HAS_PART,M092
E045,HAS_CREATOR,P002
E045,HAS_SUBJECT_PERSON,P090
E045,HAS_SUBJECT_PERSON,P091
E045,HAS_SUBJECT_PERSON,P092
E045,HAS_SUBJECT_TOPIC,H025
E045,HAS_SUBJECT_TOPIC,T023
E045,HAS_SUBJECT_TOPIC,T067
E045,HAS_SUBJECT_TOPIC,T090
E045,HAS_SUBJECT_TOPIC,T1061
E045,HAS_SUBJECT_TOPIC,T114
E045,HAS_SUBJECT_TOPIC,T153
E045,HAS_SUBJECT_TOPIC,T231
E045,HAS_SUBJECT_TOPIC,T236
E045,HAS_SUBJECT_TOPIC,T249
E045,HAS_SUBJECT_TOPIC,T998
E045,HAS_SUBJECT_ERA,H025
E045,HAS_SUBJECT_ERA,H027
E045,HAS_SUBJECT_CRITICAL_TERM,CT022
E045,HAS_SUBJECT_CRITICAL_TERM,CT023
E045,HAS_SUBJECT_CRITICAL_TERM,CT024
E045,HAS_SUBJECT_WORK,B063
E046,HAS_PART,M093
E046,HAS_PART,M094
E046,HAS_PART,C058
E046,HAS_TYPE,T972
E046,HAS_CREATOR,P003
E046,HAS_SUBJECT_PERSON,P102
E046,HAS_SUBJECT_PERSON,P110
E046,HAS_SUBJECT_PERSON,P121
E046,HAS_SUBJECT_PERSON,P167
E046,HAS_SUBJECT_PERSON,P169
E046,HAS_SUBJECT_PERSON,P171
E046,HAS_SUBJECT_PERSON,P941
E046,HAS_SUBJECT_PLACE,L037
E046,HAS_SUBJECT_TOPIC,H035
E046,HAS_SUBJECT_TOPIC,T005
E046,HAS_SUBJECT_TOPIC,T089
E046,HAS_SUBJECT_TOPIC,T103
E046,HAS_SUBJECT_TOPIC,T1052
E046,HAS_SUBJECT_TOPIC,T1054
E046,HAS_SUBJECT_TOPIC,T1055
E046,HAS_SUBJECT_TOPIC,T110
E046,HAS_SUBJECT_TOPIC,T129
E046,HAS_SUBJECT_TOPIC,T144
E046,HAS_SUBJECT_TOPIC,T220
E046,HAS_SUBJECT_TOPIC,T221
E046,HAS_SUBJECT_TOPIC,T278
E046,HAS_SUBJECT_TOPIC,T470
E046,HAS_SUBJECT_TOPIC,T472
E046,HAS_SUBJECT_ERA,H025
E009,HAS_TYPE,T972
E009,HAS_PART,M015
E009,HAS_PART,C014
E009,HAS_CREATOR,P001
E009,HAS_SUBJECT_PERSON,P001
E009,HAS_SUBJECT_PERSON,P041
E009,HAS_SUBJECT_PERSON,P058
E009,HAS_SUBJECT_PERSON,P063
E009,HAS_SUBJECT_PERSON,P064
E009,HAS_SUBJECT_PLACE,L005
E009,HAS_SUBJECT_PLACE,L209
E009,HAS_SUBJECT_TOPIC,T010
E009,HAS_SUBJECT_TOPIC,T055
E009,HAS_SUBJECT_TOPIC,T060
E009,HAS_SUBJECT_TOPIC,T090
E009,HAS_SUBJECT_TOPIC,T095
E009,HAS_SUBJECT_TOPIC,T110
E009,HAS_SUBJECT_TOPIC,T121
E009,HAS_SUBJECT_TOPIC,T133
E009,HAS_SUBJECT_TOPIC,T210
E009,HAS_SUBJECT_TOPIC,T221
E009,HAS_SUBJECT_ERA,H021
E013,HAS_PART,M025
E013,HAS_PART,C016
E013,HAS_TYPE,T972
E013,HAS_CREATOR,P001
E013,HAS_SUBJECT_PERSON,P001
E013,HAS_SUBJECT_PERSON,P050
E013,HAS_SUBJECT_TOPIC,T090
E013,HAS_SUBJECT_TOPIC,T095
E013,HAS_SUBJECT_TOPIC,T1009
E013,HAS_SUBJECT_TOPIC,T116
E013,HAS_SUBJECT_TOPIC,T121
E013,HAS_SUBJECT_TOPIC,T153
E013,HAS_SUBJECT_TOPIC,T156
E013,HAS_SUBJECT_TOPIC,T216
E013,HAS_SUBJECT_TOPIC,T250
E013,HAS_SUBJECT_WORK,B038
E013,HAS_SUBJECT_CRITICAL_TERM,CT426
E024,HAS_PART,M045
E024,HAS_PART,M046
E024,HAS_PART,C026
E024,HAS_TYPE,T972
E024,HAS_CREATOR,P001
E024,HAS_SUBJECT_PERSON,P001
E024,HAS_SUBJECT_PLACE,L016
E024,HAS_SUBJECT_PLACE,L018
E024,HAS_SUBJECT_PLACE,L473
E024,HAS_SUBJECT_TOPIC,H035
E024,HAS_SUBJECT_TOPIC,T001
E024,HAS_SUBJECT_TOPIC,T093
E024,HAS_SUBJECT_TOPIC,T100
E024,HAS_SUBJECT_TOPIC,T1060
E024,HAS_SUBJECT_TOPIC,T1061
E024,HAS_SUBJECT_TOPIC,T1062
E024,HAS_SUBJECT_TOPIC,T132
E024,HAS_SUBJECT_TOPIC,T133
E024,HAS_SUBJECT_TOPIC,T151
E024,HAS_SUBJECT_TOPIC,T153
E024,HAS_SUBJECT_TOPIC,T175
E024,HAS_SUBJECT_TOPIC,T224
E014,HAS_PART,M026
E014,HAS_PART,C017
E014,HAS_PART,C018
E014,HAS_PART,C019
E014,HAS_TYPE,T972
E014,HAS_CREATOR,P001
E014,HAS_SUBJECT_PERSON,P001
E014,HAS_SUBJECT_PERSON,P045
E014,HAS_SUBJECT_PERSON,P046
E014,HAS_SUBJECT_TOPIC,T027
E014,HAS_SUBJECT_TOPIC,T090
E014,HAS_SUBJECT_TOPIC,T215
E014,HAS_SUBJECT_TOPIC,T998
E014,HAS_SUBJECT_WORK,B032
E018,HAS_PART,M032
E018,HAS_PART,M033
E018,HAS_PART,M034
E018,HAS_PART,M035
E018,HAS_TYPE,T974
E018,HAS_CREATOR,P001
E018,HAS_SUBJECT_PERSON,P001
E018,HAS_SUBJECT_TOPIC,T014
E018,HAS_SUBJECT_TOPIC,T1061
E018,HAS_SUBJECT_TOPIC,T168
E018,HAS_SUBJECT_TOPIC,T179
E018,HAS_SUBJECT_TOPIC,T219
E018,HAS_SUBJECT_TOPIC,T221
E017,HAS_PART,M031
E017,HAS_PART,C021
E017,HAS_TYPE,T972
E017,HAS_CREATOR,P001
E017,HAS_SUBJECT_PERSON,P053
E017,HAS_SUBJECT_PLACE,L007
E017,HAS_SUBJECT_PLACE,L008
E017,HAS_SUBJECT_PLACE,L027
E017,HAS_SUBJECT_PLACE,L097
E017,HAS_SUBJECT_TOPIC,T024
E017,HAS_SUBJECT_TOPIC,T035
E017,HAS_SUBJECT_TOPIC,T057
E017,HAS_SUBJECT_TOPIC,T1061
E017,HAS_SUBJECT_TOPIC,T110
E017,HAS_SUBJECT_TOPIC,T151
E017,HAS_SUBJECT_TOPIC,T172
E017,HAS_SUBJECT_TOPIC,T186
E017,HAS_SUBJECT_TOPIC,T205
E017,HAS_SUBJECT_TOPIC,T216
E017,HAS_SUBJECT_TOPIC,T236
E017,HAS_SUBJECT_CRITICAL_TERM,CT419
E017,HAS_SUBJECT_CRITICAL_TERM,CT479
E017,HAS_SUBJECT_CRITICAL_TERM,CT621
E017,HAS_SUBJECT_CRITICAL_TERM,CT712
E023,HAS_PART,C025
E023,HAS_PART,M043
E023,HAS_PART,M044
E023,HAS_TYPE,T972
E023,HAS_CREATOR,P001
E023,HAS_SUBJECT_PERSON,P001
E023,HAS_SUBJECT_PLACE,L015
E023,HAS_SUBJECT_TOPIC,L185
E023,HAS_SUBJECT_TOPIC,T001
E023,HAS_SUBJECT_TOPIC,T095
E023,HAS_SUBJECT_TOPIC,T1054
E023,HAS_SUBJECT_TOPIC,T121
E023,HAS_SUBJECT_TOPIC,T151
E023,HAS_SUBJECT_TOPIC,T153
E023,HAS_SUBJECT_TOPIC,T175
E023,HAS_SUBJECT_TOPIC,T231
E023,HAS_SUBJECT_CRITICAL_TERM,CT008
E049,HAS_TYPE,T972
E049,HAS_PART,M098
E049,HAS_PART,M099
E049,HAS_PART,C061
E049,HAS_PART,C062
E049,HAS_PART,C063
E049,HAS_CREATOR,P003
E049,HAS_SUBJECT_PERSON,P166
E049,HAS_SUBJECT_PERSON,P1270
E049,HAS_SUBJECT_PLACE,L037
E049,HAS_SUBJECT_PLACE,L046
E049,HAS_SUBJECT_TOPIC,T018
E049,HAS_SUBJECT_TOPIC,T082
E049,HAS_SUBJECT_TOPIC,T096
E049,HAS_SUBJECT_TOPIC,T097
E049,HAS_SUBJECT_TOPIC,T1054
E049,HAS_SUBJECT_TOPIC,T1055
E049,HAS_SUBJECT_TOPIC,T129
E049,HAS_SUBJECT_TOPIC,T239
E049,HAS_SUBJECT_TOPIC,T470
E049,HAS_SUBJECT_CRITICAL_TERM,CT015
E049,HAS_SUBJECT_CRITICAL_TERM,CT426
E048,HAS_PART,M097
E048,HAS_PART,C060
E048,HAS_TYPE,T972
E048,HAS_CREATOR,P003
E048,HAS_SUBJECT_PERSON,P093
E048,HAS_SUBJECT_PERSON,P162
E048,HAS_SUBJECT_PLACE,L089
E048,HAS_SUBJECT_PLACE,L235
E048,HAS_SUBJECT_TOPIC,T089
E048,HAS_SUBJECT_TOPIC,T103
E048,HAS_SUBJECT_TOPIC,T1055
E048,HAS_SUBJECT_TOPIC,T110
E048,HAS_SUBJECT_TOPIC,T213
E048,HAS_SUBJECT_TOPIC,T470
E030,HAS_PART,M047
E030,HAS_PART,C032
E030,HAS_TYPE,T972
E030,HAS_CREATOR,P001
E030,HAS_SUBJECT_PERSON,P001
E030,HAS_SUBJECT_PERSON,P061
E030,HAS_SUBJECT_PERSON,P062
E030,HAS_SUBJECT_PERSON,P729
E030,HAS_SUBJECT_PERSON,P1266
E030,HAS_SUBJECT_TOPIC,T090
E030,HAS_SUBJECT_TOPIC,T1038
E030,HAS_SUBJECT_TOPIC,T187
E030,HAS_SUBJECT_TOPIC,T215
E030,HAS_SUBJECT_CRITICAL_TERM,CT472
E030,HAS_SUBJECT_CRITICAL_TERM,CT577
E030,HAS_SUBJECT_CRITICAL_TERM,CT671
E030,HAS_SUBJECT_CRITICAL_TERM,CT712
E030,HAS_SUBJECT_ERA,H018
E030,HAS_SUBJECT_WORK,B032
E012,HAS_PART,M021
E012,HAS_PART,M022
E012,HAS_PART,M023
E012,HAS_PART,M024
E012,HAS_TYPE,T974
E012,HAS_CREATOR,P001
E012,HAS_SUBJECT_PERSON,P001
E012,HAS_SUBJECT_PERSON,P044
E012,HAS_SUBJECT_PERSON,P943
E012,HAS_SUBJECT_PERSON,P983
E012,HAS_SUBJECT_TOPIC,T006
E012,HAS_SUBJECT_TOPIC,T014
E012,HAS_SUBJECT_TOPIC,T046
E012,HAS_SUBJECT_TOPIC,T074
E012,HAS_SUBJECT_TOPIC,T090
E012,HAS_SUBJECT_TOPIC,T095
E012,HAS_SUBJECT_TOPIC,T1038
E012,HAS_SUBJECT_TOPIC,T110
E012,HAS_SUBJECT_TOPIC,T113
E012,HAS_SUBJECT_TOPIC,T116
E012,HAS_SUBJECT_TOPIC,T136
E012,HAS_SUBJECT_TOPIC,T144
E012,HAS_SUBJECT_TOPIC,T147
E012,HAS_SUBJECT_TOPIC,T156
E012,HAS_SUBJECT_TOPIC,T157
E012,HAS_SUBJECT_TOPIC,T215
E012,HAS_SUBJECT_TOPIC,T218
E012,HAS_SUBJECT_TOPIC,T239
E012,HAS_SUBJECT_TOPIC,T247
E012,HAS_SUBJECT_TOPIC,T507
E012,HAS_SUBJECT_CRITICAL_TERM,CT764
E007,HAS_PART,M011
E007,HAS_PART,M012
E007,HAS_PART,C011
E007,HAS_PART,M013
E007,HAS_TYPE,T974
E007,HAS_CREATOR,P001
E007,HAS_SUBJECT_PERSON,P039
E007,HAS_SUBJECT_PERSON,P040
E007,HAS_SUBJECT_TOPIC,T008
E007,HAS_SUBJECT_TOPIC,T023
E007,HAS_SUBJECT_TOPIC,T095
E007,HAS_SUBJECT_TOPIC,T108
E007,HAS_SUBJECT_TOPIC,T110
E007,HAS_SUBJECT_TOPIC,T124
E007,HAS_SUBJECT_TOPIC,T169
E007,HAS_SUBJECT_TOPIC,T215
E027,HAS_PART,C029
E027,HAS_TYPE,T975
E027,HAS_CREATOR,P001
E027,HAS_SUBJECT_TOPIC,T089
E027,HAS_SUBJECT_TOPIC,T1056
E027,HAS_SUBJECT_TOPIC,T1061
E027,HAS_SUBJECT_TOPIC,T216
E027,HAS_SUBJECT_TOPIC,T236
E027,HAS_SUBJECT_CRITICAL_TERM,CT009
E027,HAS_SUBJECT_CRITICAL_TERM,CT010
E027,HAS_SUBJECT_CRITICAL_TERM,CT011
E027,HAS_SUBJECT_CRITICAL_TERM,CT012
E027,HAS_SUBJECT_CRITICAL_TERM,CT013
E027,HAS_SUBJECT_CRITICAL_TERM,CT533
E027,HAS_SUBJECT_CRITICAL_TERM,CT536
E027,HAS_SUBJECT_CRITICAL_TERM,CT712
E027,HAS_SUBJECT_CRITICAL_TERM,CT714
E021,HAS_PART,M040
E021,HAS_PART,C023
E021,HAS_TYPE,T972
E021,HAS_CREATOR,P001
E021,HAS_SUBJECT_PERSON,P001
E021,HAS_SUBJECT_PERSON,P055
E021,HAS_SUBJECT_PERSON,P056
E021,HAS_SUBJECT_PERSON,P057
E021,HAS_SUBJECT_PERSON,P058
E021,HAS_SUBJECT_PERSON,P059
E021,HAS_SUBJECT_TOPIC,T047
E021,HAS_SUBJECT_TOPIC,T095
E021,HAS_SUBJECT_TOPIC,T139
E021,HAS_SUBJECT_TOPIC,T221
E021,HAS_SUBJECT_TOPIC,T427
E021,HAS_SUBJECT_TOPIC,T435
E021,HAS_SUBJECT_TOPIC,T495
E006,HAS_PART,M009
E006,HAS_PART,M010
E006,HAS_PART,C010
E006,HAS_CREATOR,P001
E006,HAS_SUBJECT_PERSON,P039
E006,HAS_SUBJECT_TOPIC,T009
E006,HAS_SUBJECT_TOPIC,T035
E006,HAS_SUBJECT_TOPIC,T057
E006,HAS_SUBJECT_TOPIC,T079
E006,HAS_SUBJECT_TOPIC,T1038
E006,HAS_SUBJECT_TOPIC,T1061
E006,HAS_SUBJECT_TOPIC,T108
E006,HAS_SUBJECT_TOPIC,T124
E006,HAS_SUBJECT_TOPIC,T221
E006,HAS_SUBJECT_TOPIC,T231
E006,HAS_SUBJECT_TOPIC,T494
E006,HAS_TYPE,T972
E006,HAS_SUBJECT_CRITICAL_TERM,CT014
E006,HAS_SUBJECT_CRITICAL_TERM,CT015
E047,HAS_TYPE,T972
E047,HAS_PART,M095
E047,HAS_PART,M096
E047,HAS_PART,C059
E047,HAS_CREATOR,P003
E047,HAS_SUBJECT_PERSON,P103
E047,HAS_SUBJECT_PERSON,P118
E047,HAS_SUBJECT_PERSON,P165
E047,HAS_SUBJECT_PERSON,P172
E047,HAS_SUBJECT_PERSON,P193
E047,HAS_SUBJECT_PERSON,P918
E047,HAS_SUBJECT_PERSON,P1250
E047,HAS_SUBJECT_PERSON,P1282
E047,HAS_SUBJECT_TOPIC,H035
E047,HAS_SUBJECT_TOPIC,T097
E047,HAS_SUBJECT_TOPIC,T103
E047,HAS_SUBJECT_TOPIC,T1052
E047,HAS_SUBJECT_TOPIC,T1055
E047,HAS_SUBJECT_TOPIC,T110
E047,HAS_SUBJECT_TOPIC,T131
E047,HAS_SUBJECT_TOPIC,T143
E047,HAS_SUBJECT_TOPIC,T147
E047,HAS_SUBJECT_TOPIC,T196
E047,HAS_SUBJECT_TOPIC,T220
E047,HAS_SUBJECT_TOPIC,T221
E047,HAS_SUBJECT_TOPIC,T247
E047,HAS_SUBJECT_TOPIC,T467
E047,HAS_SUBJECT_TOPIC,T495
E016,HAS_PART,M029
